NO,q1,q1a,q5,q13a01,q13a02,q13a03,q13a04,q13a05,q13a06,q13a07,q13a08,q13a09,q13a10,q14,q15,q16a,q16b,chasu,nat,city,sex,edu,job,age
274,2,3,4,4,3,3,3,4,4,4,3,3,3,4,3,4,4,12,14,1752,2,1,7,1
275,2,3,7,5,5,5,4,5,5,5,4,4,5,5,5,4,5,12,15,5296,1,2,8,0
276,2,3,7,5,5,5,2,5,5,5,1,2,5,5,5,5,5,12,15,5536,1,2,8,0
277,1,1,7,5,5,4,4,4,4,4,4,5,5,4,4,4,4,12,9,817,1,3,8,2
278,2,4,1,5,4,4,5,4,5,5,4,3,5,5,4,4,4,12,14,1702,2,3,5,3
279,1,1,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,12,15,5540,2,2,8,1
280,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,12,15,5540,2,3,2,1
281,2,4,6,5,5,5,3,4,4,4,4,3,5,2,4,5,5,12,14,1728,1,2,3,2
282,2,4,5,4,4,5,5,8,8,8,4,4,5,3,4,4,5,12,11,1101,1,3,5,3
283,2,4,7,4,4,4,4,4,4,4,4,4,4,4,5,5,5,12,4,402,2,2,8,1
284,1,1,5,3,3,5,5,3,4,8,2,3,3,4,4,3,4,12,1,2,2,2,8,0
285,1,1,5,3,2,5,5,4,4,8,3,5,4,3,4,4,3,12,1,2,2,2,8,0
286,2,4,1,4,4,2,4,3,3,3,2,2,3,3,3,3,3,12,1,9,2,2,9,5
287,2,4,1,3,4,3,4,4,3,4,4,4,4,5,3,5,4,12,1,2,1,1,9,5
288,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,12,1,2,2,2,8,1
289,2,3,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,12,1,17,1,1,6,3
290,2,4,7,3,3,3,4,8,3,3,3,3,3,5,3,4,4,12,1,2,2,2,12,4
291,2,2,7,4,4,4,3,4,3,5,4,3,4,4,3,3,3,12,1,1,2,2,8,1
292,2,4,1,4,4,3,5,4,4,3,3,3,4,5,4,5,5,12,1,10,1,2,9,4
293,2,4,1,5,5,5,5,5,5,4,4,5,5,5,5,5,5,12,1,14,2,1,9,4
294,2,4,1,5,5,5,5,8,5,5,5,5,5,5,5,5,5,12,11,1101,1,3,1,1
295,2,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,12,1,5,2,1,3,5
296,1,1,1,5,5,5,3,4,5,5,4,5,5,3,3,5,5,12,7,5164,1,2,6,1
297,1,1,7,4,4,3,4,4,4,4,2,2,4,2,5,5,4,12,7,6035,2,2,8,1
298,1,1,7,4,5,4,4,4,4,4,3,3,5,5,5,3,5,12,97,5055,1,2,8,1
299,2,3,7,2,4,3,2,4,2,1,2,3,5,4,5,4,5,12,97,6497,2,2,8,0
300,1,1,7,5,4,4,4,4,4,3,3,4,5,5,5,4,5,12,8,601,2,2,8,0
301,2,2,1,5,5,4,4,5,5,5,4,3,5,5,4,4,4,12,14,1704,1,1,2,1
302,1,1,1,4,4,3,4,4,4,3,3,3,4,4,4,4,5,12,3,401,2,2,8,1
303,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,5,4,12,3,401,2,2,3,2
304,1,1,6,4,4,4,4,5,3,3,3,4,4,4,4,4,4,12,14,1741,1,2,7,2
305,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,12,14,1701,2,2,3,1
306,2,2,5,1,5,5,4,4,5,3,3,2,5,3,3,5,3,12,14,1702,2,1,4,1
307,1,1,1,5,4,4,4,4,3,4,3,4,4,4,4,4,4,12,8,601,2,2,2,2
308,2,3,3,4,4,4,4,3,3,4,3,3,3,4,4,4,4,12,1,1,1,1,1,2
309,2,4,5,3,3,3,4,3,4,4,3,3,4,4,4,4,4,12,1,39,2,4,9,4
310,2,4,5,4,4,4,4,3,3,3,4,3,3,4,4,4,4,12,1,8,2,2,3,1
311,2,3,3,3,4,3,4,4,8,8,4,4,4,4,4,4,4,12,1,7,2,2,10,4
312,2,2,4,3,3,3,5,5,3,3,3,5,3,3,3,3,4,12,1,1,1,2,4,1
313,2,4,1,4,5,5,5,5,5,5,4,5,5,5,5,3,5,12,1,1,1,2,7,4
314,2,2,4,3,3,3,4,4,3,3,4,3,2,4,4,3,3,12,1,3,2,2,7,2
315,2,4,4,3,3,3,5,5,3,3,3,5,5,5,5,5,5,12,1,32,2,2,7,4
316,2,2,4,4,4,4,4,4,3,4,3,5,5,5,5,3,5,12,1,4,2,2,4,1
317,2,4,1,4,4,5,4,3,3,3,3,4,3,4,4,4,4,12,1,1,2,2,9,3
318,1,1,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,12,1,39,1,2,8,0
319,2,4,5,2,4,4,5,5,4,3,3,4,3,5,5,5,5,12,1,39,2,4,4,1
320,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,12,1,1,2,2,4,3
321,2,4,7,3,4,8,3,3,2,3,4,4,4,4,4,4,4,12,1,3,2,2,8,1
322,1,1,1,3,4,4,5,5,4,5,4,4,4,5,5,5,5,12,12,1379,2,3,8,1
323,2,3,1,1,4,3,4,4,3,3,2,3,3,4,3,4,4,12,3,401,1,2,8,1
324,1,1,1,3,4,3,4,3,4,3,4,4,4,3,4,3,4,12,3,401,2,2,1,1
325,1,1,6,4,5,5,3,5,5,5,4,4,5,5,5,3,5,12,12,1302,2,3,5,2
326,1,1,7,4,4,4,4,4,5,4,3,4,5,4,5,4,5,12,97,6495,2,3,8,1
327,1,1,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,12,3,401,2,2,8,0
328,1,1,1,5,5,5,5,5,4,5,3,4,5,3,4,4,4,12,3,401,1,2,5,1
329,2,2,6,3,4,3,4,4,5,3,4,4,4,4,4,3,4,12,9,811,1,3,2,1
330,1,1,1,4,5,5,4,4,4,4,4,3,4,5,5,3,5,12,4,402,2,2,1,2
331,1,1,5,5,5,3,4,4,3,5,5,4,5,3,4,4,4,12,13,1616,1,3,2,1
332,1,1,6,5,4,4,4,4,4,5,4,4,5,4,4,4,4,12,97,5017,1,2,2,1
333,1,1,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,12,13,1501,1,3,11,2
334,1,1,7,3,5,4,5,5,5,4,4,5,5,5,5,4,5,12,12,1301,2,2,8,1
335,1,1,2,5,5,8,5,8,4,4,4,4,4,2,4,4,4,12,9,814,2,2,8,0
336,1,1,6,4,4,4,3,3,4,4,1,3,5,5,5,5,5,12,16,5520,1,3,2,2
337,1,1,1,3,4,3,5,4,5,5,3,4,5,5,5,3,5,12,16,5199,1,3,7,2
338,2,4,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,12,4,402,1,3,2,3
339,1,1,6,5,5,5,5,5,5,5,4,5,5,4,5,4,5,12,11,1158,1,3,5,2
340,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,3,401,2,1,3,4
341,2,4,6,4,4,4,5,4,4,8,3,3,4,4,4,4,5,12,3,401,1,2,2,3
342,2,4,6,4,2,5,5,8,8,5,3,3,5,5,3,4,5,12,13,1501,1,3,2,4
343,2,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,9,916,2,3,2,2
344,1,1,6,5,4,4,3,4,4,4,5,4,5,4,4,4,4,12,10,1002,2,3,2,1
345,2,4,6,4,4,4,4,4,4,4,3,4,4,4,3,4,4,12,9,832,1,3,1,3
346,1,1,6,3,3,3,4,5,3,2,3,3,5,5,5,3,4,12,9,828,2,2,2,1
347,2,4,6,4,3,4,4,4,4,4,3,3,4,5,5,4,5,12,10,1001,2,2,1,4
348,1,1,6,4,5,4,5,5,5,5,5,5,5,5,4,4,4,12,10,1009,2,2,2,1
349,2,2,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,12,9,803,2,3,9,0
350,1,1,1,4,5,4,4,4,4,4,3,4,5,5,5,4,5,12,6,701,2,3,2,2
351,2,4,5,5,4,5,4,4,4,3,3,3,4,5,5,4,5,12,8,605,2,2,2,1
352,2,4,6,5,5,5,5,4,4,4,4,3,4,4,4,4,4,12,13,1504,1,3,2,3
353,2,4,6,3,4,3,2,3,4,3,1,3,3,3,4,3,4,12,13,1501,1,3,2,3
354,1,1,6,5,3,5,5,5,5,5,3,4,5,5,5,5,5,12,13,1501,2,2,2,1
355,1,1,6,5,3,3,3,4,4,8,4,4,5,5,3,3,4,12,13,1632,1,3,2,1
356,1,1,7,4,2,4,3,4,3,3,2,4,4,4,3,3,4,12,97,5179,2,2,8,1
357,1,1,6,4,4,5,5,5,4,8,2,3,5,5,4,4,4,12,11,1101,1,3,2,2
358,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,7,5220,2,2,8,1
359,2,3,1,4,4,4,4,3,5,4,2,3,4,4,4,4,4,12,7,5001,2,2,1,3
360,1,1,1,5,5,5,4,5,5,5,4,5,5,5,5,3,5,12,14,1707,1,2,12,2
361,1,1,3,4,5,5,4,5,5,5,5,4,5,4,5,3,4,12,14,1752,2,3,8,1
362,1,1,6,2,4,5,4,2,4,5,3,1,5,5,4,4,4,12,11,1101,1,3,2,3
363,1,1,7,4,5,4,3,4,4,3,2,3,4,4,4,3,4,12,6,747,2,2,11,2
364,2,3,1,3,3,2,3,3,3,3,3,2,4,3,3,4,2,12,6,710,2,2,12,1
365,2,4,6,5,5,5,5,5,4,5,4,4,5,5,5,5,5,12,9,843,1,3,1,3
366,1,1,5,5,5,5,5,5,8,8,3,3,4,4,3,4,4,12,12,1365,2,3,9,4
367,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,14,1721,1,2,2,2
368,2,3,7,4,5,8,5,5,5,4,4,4,5,5,5,5,5,12,9,804,2,2,8,0
369,2,2,1,3,5,5,5,5,5,5,4,4,5,5,5,3,5,12,4,402,2,2,8,1
370,1,1,6,5,5,5,5,5,3,3,5,4,4,4,4,4,4,12,9,855,1,3,2,1
371,2,3,4,4,4,4,3,4,4,5,4,3,5,3,3,3,3,12,3,401,1,3,3,2
372,1,1,1,4,4,4,3,3,4,2,1,2,4,3,3,2,3,12,3,401,2,2,8,0
373,2,4,6,5,5,5,4,5,5,5,5,4,5,5,5,5,5,12,11,1222,1,3,1,4
374,1,1,1,2,4,5,4,5,5,4,4,4,5,4,4,4,4,12,12,1313,1,1,8,1
375,1,1,1,4,4,4,3,5,4,4,4,4,4,5,5,5,4,12,4,402,1,2,2,4
376,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,12,4,402,2,2,4,4
377,1,1,6,4,4,4,3,3,3,8,3,3,4,5,4,4,4,12,16,5520,1,2,2,2
378,1,1,6,4,5,4,3,3,3,5,3,3,5,4,3,3,4,12,8,603,1,2,2,4
379,1,1,6,4,3,3,4,8,4,2,1,3,4,4,3,4,3,12,10,1002,1,1,7,3
380,1,1,6,5,5,5,5,5,5,5,4,5,5,5,5,4,4,12,15,5755,2,3,2,2
381,2,2,6,4,4,4,5,8,8,8,4,4,4,5,5,3,4,12,8,601,1,2,2,3
382,2,4,6,5,5,4,3,4,3,3,3,5,5,5,4,4,4,12,8,601,1,2,7,4
383,1,1,1,4,4,4,5,5,4,4,4,4,4,1,1,4,5,12,4,402,1,2,1,2
384,2,4,6,5,5,5,5,5,4,4,3,5,5,5,5,3,5,12,8,613,1,3,5,3
385,2,4,6,3,5,5,5,8,8,8,4,3,5,5,5,4,4,12,8,601,1,3,2,3
386,2,4,6,5,4,5,5,8,3,8,5,3,5,5,5,5,5,12,8,613,1,2,2,4
387,1,1,6,5,5,5,5,4,5,5,4,4,5,5,5,5,5,12,9,811,2,3,4,3
388,2,2,6,4,5,3,5,4,4,4,3,3,5,5,5,5,5,12,9,921,1,2,4,3
389,1,1,7,3,5,4,3,5,5,5,3,5,5,5,5,4,4,12,9,858,2,2,8,0
390,1,1,7,1,4,4,5,4,4,3,2,3,5,5,5,3,5,12,13,1517,1,3,8,1
391,2,4,1,4,4,5,5,5,5,5,4,5,5,5,5,4,5,12,9,888,1,2,2,3
392,2,4,1,5,5,8,5,5,5,5,4,4,5,5,5,5,5,12,14,1701,1,3,2,2
393,2,4,6,5,5,5,5,5,4,5,4,5,5,5,5,5,5,12,9,803,1,3,2,2
394,1,1,1,4,5,4,4,5,5,5,5,4,5,5,5,5,5,12,5,502,2,2,12,1
395,1,1,6,3,5,5,4,5,4,5,5,5,5,5,5,4,5,12,11,1103,2,2,5,4
396,2,2,5,4,5,4,4,4,4,8,4,4,5,5,4,4,4,12,11,1157,2,2,9,3
397,1,1,1,3,4,4,4,4,4,4,3,3,4,4,4,4,4,12,7,5001,2,2,2,3
398,1,1,6,3,4,4,3,3,3,4,3,3,5,4,4,3,5,12,11,1101,1,2,2,3
399,2,2,1,5,5,5,3,4,4,4,4,2,5,3,4,3,4,12,5,505,2,3,1,3
400,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,5,503,1,2,7,1
401,1,1,7,4,4,4,4,4,4,4,3,3,4,4,4,3,3,12,5,511,2,4,1,3
402,1,1,1,5,4,5,4,4,5,5,4,4,4,5,5,2,5,12,6,734,2,3,1,2
403,1,1,1,4,4,4,3,4,4,4,3,4,4,5,5,3,4,12,6,701,2,3,3,2
404,1,1,6,3,4,5,4,4,3,3,4,5,4,4,4,4,2,12,14,1701,1,2,2,2
405,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,14,1702,2,1,4,1
406,2,4,1,5,5,4,5,5,5,5,2,3,5,5,5,5,5,12,7,5741,2,2,7,2
407,2,3,7,2,5,4,5,4,3,4,5,5,5,5,4,4,4,12,14,1703,2,2,11,1
408,1,1,1,4,5,5,4,4,4,4,4,4,4,5,5,3,4,12,8,605,1,2,2,2
409,2,3,7,4,4,4,4,4,4,4,4,5,4,5,5,5,5,12,15,5073,2,2,8,1
410,2,4,7,5,3,4,5,4,5,5,4,5,5,5,5,5,4,12,11,1101,1,3,8,1
411,2,4,6,5,4,4,4,4,4,4,3,3,5,5,4,4,4,12,15,5387,1,2,2,4
412,2,4,6,5,5,5,4,5,5,5,3,4,5,5,5,3,5,12,16,5236,1,3,2,1
413,2,4,1,4,4,4,5,4,5,4,3,4,4,5,5,4,4,12,3,401,2,2,4,1
414,1,1,6,4,5,5,4,8,8,8,2,3,5,4,4,3,4,12,16,5513,1,2,7,1
415,2,4,6,2,5,5,5,4,4,5,4,4,5,5,5,5,5,12,8,609,1,3,2,3
416,2,4,1,3,5,5,5,5,5,5,4,3,5,4,4,5,5,12,4,402,2,3,9,3
417,1,1,6,4,4,4,5,5,4,4,4,4,4,4,4,4,4,12,9,883,2,2,2,1
418,2,2,5,5,5,4,5,5,5,5,4,4,5,5,5,3,5,12,9,814,1,2,2,5
419,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,12,9,846,2,2,8,1
420,1,1,1,5,5,5,3,4,5,5,4,4,4,3,4,4,3,12,97,5689,2,2,7,2
421,1,1,7,4,5,5,5,5,5,4,5,5,5,5,5,4,5,12,11,1101,2,2,8,1
422,2,2,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,12,9,847,1,2,2,4
423,1,1,5,5,5,5,5,5,5,8,4,4,5,5,5,4,5,12,13,1501,1,3,2,1
424,1,1,1,4,4,4,3,4,8,4,2,3,4,4,4,5,5,12,97,5545,2,1,9,3
425,1,1,6,5,4,4,4,3,4,4,2,2,4,4,4,4,4,12,13,1502,2,3,5,1
426,1,1,1,4,3,4,4,5,4,4,3,3,4,4,4,4,4,12,7,5188,2,2,5,0
427,1,1,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,12,6,739,2,3,1,1
428,1,1,1,3,4,3,4,4,5,3,3,3,4,4,4,3,4,12,6,792,1,3,3,1
429,2,3,1,5,5,5,5,5,5,5,5,5,5,4,5,3,5,12,6,701,2,2,3,4
430,1,1,1,4,3,4,4,4,4,4,4,4,4,3,4,5,4,12,7,5188,2,2,8,1
431,2,2,1,5,5,4,5,5,4,4,4,4,5,4,4,4,4,12,3,401,1,1,4,4
432,2,2,1,4,4,4,4,5,4,4,4,4,4,5,5,4,4,12,3,401,2,2,8,1
433,2,4,5,5,5,4,4,4,5,5,5,3,5,3,4,4,4,12,14,1702,2,1,8,0
434,1,1,6,5,4,3,4,3,4,4,2,3,4,5,4,3,4,12,12,1322,1,2,12,2
435,1,1,4,2,5,5,5,5,5,5,4,3,5,5,5,3,5,12,14,1703,1,2,7,1
436,2,4,5,4,4,5,5,5,4,3,4,4,3,5,5,4,4,12,12,1355,2,3,5,3
437,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,12,10,1002,1,2,4,2
438,2,2,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,12,4,402,1,3,2,3
439,2,3,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,12,4,402,2,2,2,3
440,1,1,5,5,5,5,4,4,4,5,4,5,5,2,5,3,5,12,10,1001,2,2,10,4
441,2,2,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,12,10,1002,2,2,12,1
442,1,1,1,4,4,8,5,4,3,8,5,3,5,1,4,4,4,12,8,603,2,3,2,2
443,1,1,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,12,9,811,1,2,2,2
444,1,1,1,5,5,4,5,5,5,5,4,4,5,4,4,3,4,12,6,701,2,3,4,1
445,1,1,1,5,5,4,4,4,4,4,3,4,4,3,4,4,4,12,4,402,1,2,8,1
446,1,1,7,3,2,2,3,5,4,3,3,3,4,3,3,4,3,12,3,401,2,2,5,1
447,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,4,4,12,9,809,2,2,4,1
448,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,6,701,2,2,8,1
449,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,15,5037,2,2,5,2
450,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,5,12,6,701,2,2,8,1
451,2,4,7,5,5,5,3,4,4,4,4,3,4,5,4,4,4,12,15,5037,2,2,8,0
452,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,9,841,2,2,8,1
453,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,12,97,5517,2,2,5,2
454,1,1,6,4,4,2,4,3,3,8,3,3,5,5,4,4,4,12,10,1001,2,2,2,1
455,2,3,5,3,2,3,2,3,3,3,2,3,3,5,2,3,2,12,13,1552,2,3,2,2
456,1,1,7,4,5,8,5,5,5,4,4,5,5,5,5,5,5,12,13,1501,2,2,8,1
457,2,2,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,12,3,401,2,2,4,1
458,2,3,1,4,4,4,4,5,4,4,4,4,4,5,4,4,5,12,3,401,1,2,3,4
459,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,13,1501,2,3,11,1
460,1,1,5,5,5,5,5,4,4,5,3,2,5,5,5,5,5,12,97,5013,2,4,5,1
461,1,1,1,5,5,5,5,5,5,4,2,3,5,5,5,5,5,12,13,1502,1,2,12,2
462,2,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,12,14,1703,2,1,11,1
463,1,1,1,4,4,4,4,4,4,3,2,3,4,5,4,4,4,12,7,5024,1,2,1,3
464,1,1,1,5,5,4,5,4,5,3,3,5,5,5,5,3,5,12,14,1701,2,2,5,1
465,2,4,6,5,5,4,4,5,5,5,4,4,5,5,5,5,5,12,16,5520,1,2,2,2
466,2,2,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,12,7,5001,2,2,8,0
467,2,3,6,5,5,5,5,8,8,8,2,3,5,3,3,4,4,12,16,5513,1,2,2,4
468,2,4,1,4,3,3,4,4,5,4,3,3,4,5,5,5,4,12,4,402,2,3,5,3
469,2,2,6,5,5,5,5,5,5,5,5,5,5,3,5,3,5,12,9,829,1,2,2,4
470,1,1,6,3,4,4,4,5,5,3,3,4,5,5,5,3,5,12,11,1114,2,3,5,1
471,2,4,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,12,8,601,1,2,1,1
472,1,1,1,5,5,5,5,5,4,4,4,4,5,4,4,4,4,12,8,609,1,2,5,1
473,1,1,6,4,5,4,4,4,3,8,3,4,5,4,4,3,5,12,11,1101,1,3,2,1
474,1,1,7,4,5,3,3,4,5,4,2,3,4,5,4,4,4,12,97,5008,1,2,8,1
475,1,1,6,5,5,5,5,5,4,8,3,4,4,4,5,4,4,12,11,1101,1,2,2,1
476,1,1,6,5,4,4,4,4,4,4,4,4,4,5,3,4,4,12,11,1101,2,2,2,1
477,1,1,1,5,5,4,4,5,5,5,3,4,5,5,5,4,4,12,7,5001,1,2,1,2
478,1,1,1,4,5,5,4,4,5,4,3,3,4,4,4,3,4,12,7,5883,2,1,8,0
479,1,1,7,5,5,5,3,4,3,4,3,3,5,4,4,3,4,12,12,1303,2,3,8,2
480,1,1,1,4,5,5,5,4,4,5,3,4,4,4,5,4,4,12,97,5009,1,2,2,1
481,2,2,6,3,5,5,5,4,5,5,4,3,5,5,5,3,4,12,9,823,2,2,12,1
482,1,1,6,4,3,4,3,3,4,3,2,3,3,5,5,2,4,12,9,830,1,2,2,2
483,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,12,3,401,2,2,8,0
484,1,1,7,4,5,5,4,4,4,5,3,4,5,5,4,4,5,12,12,1304,1,2,8,1
485,2,4,4,3,4,4,4,3,4,3,2,3,4,3,4,3,3,12,3,401,2,1,4,1
486,2,4,5,5,5,5,5,5,5,5,4,3,5,5,5,4,4,12,9,807,1,2,2,3
487,2,4,6,4,3,8,3,4,5,5,3,3,4,4,4,4,4,12,14,1763,2,2,2,3
488,1,1,7,3,5,4,4,5,4,5,3,3,5,5,5,3,5,12,14,1815,1,2,8,1
489,1,1,6,5,5,5,5,5,5,5,5,5,5,3,5,4,5,12,14,1701,1,2,4,2
490,1,1,5,5,4,5,4,5,4,4,3,5,5,5,5,3,5,12,97,6490,1,2,8,1
491,1,1,6,5,5,5,5,5,5,5,5,5,5,5,5,3,5,12,4,402,2,3,5,3
492,2,4,6,3,4,4,4,4,4,4,2,3,4,5,5,4,4,12,4,402,1,2,2,2
493,1,1,6,5,5,5,5,5,5,5,4,4,5,4,5,4,5,12,9,967,1,2,5,3
494,2,3,5,5,5,5,5,5,5,1,3,4,5,4,5,5,5,12,10,1006,2,2,3,3
495,1,1,6,5,5,5,5,5,5,8,3,5,5,5,5,4,5,12,10,1002,1,3,5,3
496,1,1,1,5,5,5,5,3,3,5,2,3,5,4,4,4,4,12,15,5020,2,3,5,2
497,2,4,6,5,5,5,5,8,8,8,5,3,5,5,5,4,4,12,9,822,1,3,2,4
498,1,1,6,5,5,4,5,4,8,8,4,3,4,4,5,4,4,12,9,855,1,2,2,1
499,1,1,5,5,5,4,5,5,4,4,4,4,5,5,5,4,4,12,9,805,2,3,4,1
500,1,1,5,4,5,5,4,5,4,4,4,4,5,3,4,4,4,12,15,5037,1,9,8,0
501,2,4,6,4,5,4,4,5,4,4,5,4,5,5,5,4,4,12,15,5037,1,1,3,1
502,2,4,6,5,5,5,5,5,5,5,4,5,5,5,5,4,5,12,15,5077,1,2,7,3
503,1,1,6,5,5,5,4,5,5,5,5,5,5,5,5,4,5,12,15,5037,1,2,3,1
504,2,4,6,5,5,5,3,5,5,5,4,5,5,5,5,4,5,12,15,5562,1,9,7,2
505,1,1,1,4,4,4,3,4,5,5,4,4,5,3,4,3,4,12,6,702,2,2,3,2
506,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,6,701,1,2,7,2
507,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,6,701,2,2,3,2
508,1,1,1,5,5,5,4,4,5,4,4,4,5,3,5,4,5,12,6,701,1,3,3,1
509,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,14,1709,1,3,3,1
510,2,3,4,4,5,5,5,5,4,5,5,4,5,4,4,5,5,12,14,1703,2,2,2,1
511,2,2,7,4,5,4,4,4,5,4,5,3,5,5,5,4,5,12,14,1703,2,2,8,0
512,1,1,7,4,4,4,5,5,5,5,3,4,4,5,5,4,5,12,97,5691,2,2,8,1
513,1,1,1,5,5,5,4,5,5,4,3,4,5,4,4,4,4,12,14,1702,1,2,2,4
514,2,2,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,12,15,5540,1,3,3,3
515,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,12,15,5540,2,2,2,1
516,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,15,5540,1,2,8,0
517,2,4,1,4,5,5,5,4,5,4,3,4,5,5,5,3,5,12,14,1702,1,3,3,2
518,1,1,7,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,15,5536,2,2,8,1
519,2,3,6,5,4,5,5,8,4,8,4,4,5,4,4,4,4,12,15,5021,1,3,2,4
520,1,1,6,3,4,5,5,5,5,5,4,4,5,4,5,4,5,12,12,1332,1,3,3,2
521,2,3,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,3,401,2,2,4,2
522,1,1,1,4,4,5,5,5,5,4,4,4,5,4,4,4,5,12,4,402,2,4,3,2
523,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,12,8,608,1,9,3,2
524,2,2,1,5,5,5,5,5,5,4,4,4,4,5,5,5,5,12,4,402,1,2,8,0
525,2,2,1,4,4,4,4,4,4,4,4,3,4,5,5,4,4,12,4,402,2,3,1,1
526,1,1,1,4,4,4,5,5,4,4,3,4,5,5,5,4,4,12,3,401,2,3,5,2
527,1,1,1,5,5,5,5,5,5,5,4,5,5,4,4,4,4,12,8,603,2,2,9,5
528,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,12,9,801,2,3,6,4
529,2,4,6,5,4,5,5,5,5,8,3,4,5,4,4,4,4,12,10,1002,1,3,2,3
530,1,1,1,5,5,5,5,5,4,5,5,4,5,4,5,3,5,12,2,205,2,2,3,2
531,2,4,6,5,5,5,3,5,3,5,5,5,5,5,5,5,5,12,2,205,2,2,4,2
532,1,1,1,5,5,3,3,4,4,4,3,3,4,3,3,4,3,12,2,205,2,2,3,2
533,2,2,1,5,5,4,5,5,5,5,4,4,5,4,4,3,4,12,2,283,1,4,7,2
534,1,1,1,5,4,3,4,5,4,4,3,4,5,4,4,3,4,12,2,220,1,2,1,1
535,1,1,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,12,2,205,1,2,6,1
536,2,2,4,4,5,5,5,5,4,4,3,2,3,4,4,4,3,12,2,202,2,2,7,1
537,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,12,2,202,2,2,4,2
538,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,2,220,2,2,5,2
539,2,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,12,2,210,1,2,7,1
540,2,2,5,5,5,3,3,5,3,5,3,3,5,4,4,4,4,12,2,210,1,2,7,1
541,1,1,7,5,5,5,3,5,4,4,4,3,5,3,4,4,4,12,2,254,2,2,8,1
542,2,3,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,12,2,205,1,2,7,2
543,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,12,2,231,2,1,9,3
544,1,1,1,4,4,4,3,4,4,4,5,4,5,4,4,4,4,12,2,220,2,3,3,1
545,2,3,1,5,4,5,5,4,5,5,3,4,4,5,4,4,4,12,5,501,2,2,3,2
546,2,3,1,4,5,4,4,4,4,5,4,4,4,4,4,4,4,12,5,504,2,2,3,2
547,2,3,2,5,5,5,5,5,5,4,4,4,5,5,5,4,5,12,5,504,2,2,3,2
548,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,12,5,501,2,2,3,2
